index,entities,answers,sentences,entity,corrected_answers,counter_entity
11521,Restaurant_Name,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",starbucks,Restaurant_NameRestaurant_Name
874,Rating,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",,none
3916,Amenity,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",,none
7777,Cuisine,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",,none
10819,Restaurant_Name,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",starting gate restaurant,Restaurant_NameRestaurant_Name
3214,Amenity,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",,none
172,Rating,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",,none
9298,Hours,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",,none
4735,Price,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",huge,PricePrice
6256,Location,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",,none
1693,Dish,"['starting gate restaurant', 'huge']",can you find starting gate restaurant thats hard to find with a huge price,"['Restaurant_Name', 'Price']",,none
1398,Rating,['station donuts'],where is station donuts,['Restaurant_Name'],,none
5961,Price,['station donuts'],where is station donuts,['Restaurant_Name'],,none
10524,Hours,['station donuts'],where is station donuts,['Restaurant_Name'],,none
2919,Dish,['station donuts'],where is station donuts,['Restaurant_Name'],,none
7482,Location,['station donuts'],where is station donuts,['Restaurant_Name'],,none
12045,Restaurant_Name,['station donuts'],where is station donuts,['Restaurant_Name'],station donuts,Restaurant_Name
4440,Amenity,['station donuts'],where is station donuts,['Restaurant_Name'],,none
9003,Cuisine,['station donuts'],where is station donuts,['Restaurant_Name'],,none
9848,Hours,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",,none
11369,Restaurant_Name,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",,none
5285,Price,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",,none
8327,Cuisine,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",,none
3764,Amenity,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",,none
2243,Dish,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",steak,DishDishDish
6806,Location,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",around,LocationLocationLocation
722,Rating,"['steak', 'good', 'around']",im hungry for a steak any good restaurants around,"['Dish', 'Rating', 'Location']",good,RatingRatingRating
1611,Dish,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",steak,DishDish
10737,Restaurant_Name,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",,none
90,Rating,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",,none
4653,Price,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",,none
9216,Hours,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",,none
7695,Cuisine,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",,none
6174,Location,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",within 3 miles,LocationLocation
3132,Amenity,"['steak', 'within 3 miles']",are there any steak houses within 3 miles of me,"['Dish', 'Location']",,none
4708,Price,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",,none
145,Rating,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",,none
3187,Amenity,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",,none
9271,Hours,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",,none
1666,Dish,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",wine,DishDish
7750,Cuisine,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",steak house,CuisineCuisine
6229,Location,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",,none
10792,Restaurant_Name,"['steak house', 'wine']",can you find a steak house that serves wine,"['Cuisine', 'Dish']",,none
3726,Amenity,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",outdoor dining,AmenityAmenityAmenity
8289,Cuisine,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",steakhouse,CuisineCuisineCuisine
5247,Price,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",,none
6768,Location,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",within 10 miles,LocationLocationLocation
684,Rating,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",,none
11331,Restaurant_Name,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",,none
2205,Dish,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",,none
9810,Hours,"['steakhouse', 'outdoor dining', 'within 10 miles']",i wnat to go to a steakhouse with outdoor dining within 10 miles,"['Cuisine', 'Amenity', 'Location']",,none
1997,Dish,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",,none
8081,Cuisine,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",steakhouse,CuisineCuisineCuisine
3518,Amenity,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",reservations childrens menu,AmenityAmenityAmenity
5039,Price,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",,none
6560,Location,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",,none
476,Rating,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",at least 3 stars,RatingRatingRating
9602,Hours,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",,none
11123,Restaurant_Name,"['steakhouse', 'reservations childrens menu', 'at least 3 stars']",hello yes i need a steakhouse reservations childrens menu and pricing along with reviews of at least 3 stars,"['Cuisine', 'Amenity', 'Rating']",,none
6388,Location,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",newbury,LocationLocationLocation
1825,Dish,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",,none
7909,Cuisine,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",,none
304,Rating,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",,none
9430,Hours,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",,none
4867,Price,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",,none
3346,Amenity,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",brunch menu,AmenityAmenityAmenity
10951,Restaurant_Name,"['stephanies', 'newbury', 'brunch menu']",does stephanies on newbury have a brunch menu,"['Restaurant_Name', 'Location', 'Amenity']",stephanies,Restaurant_NameRestaurant_NameRestaurant_Name
1191,Rating,['still open this late'],what restaurants are still open this late,['Hours'],,none
4233,Amenity,['still open this late'],what restaurants are still open this late,['Hours'],,none
5754,Price,['still open this late'],what restaurants are still open this late,['Hours'],,none
8796,Cuisine,['still open this late'],what restaurants are still open this late,['Hours'],,none
10317,Hours,['still open this late'],what restaurants are still open this late,['Hours'],still open this late,Hours
2712,Dish,['still open this late'],what restaurants are still open this late,['Hours'],,none
7275,Location,['still open this late'],what restaurants are still open this late,['Hours'],,none
11838,Restaurant_Name,['still open this late'],what restaurants are still open this late,['Hours'],,none
4070,Amenity,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",,none
1028,Rating,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",,none
10154,Hours,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",,none
11675,Restaurant_Name,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",dennys,Restaurant_NameRestaurant_NameRestaurant_Name
5591,Price,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",,none
7112,Location,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",street address & area,LocationLocationLocation
2549,Dish,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",,none
8633,Cuisine,"['street address', 'dennys', 'area']",please get me the street address of the dennys in this area,"['Location', 'Restaurant_Name', 'Location']",,none
1068,Rating,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",,none
4110,Amenity,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",,none
10194,Hours,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",,none
5631,Price,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",,none
8673,Cuisine,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",local,CuisineCuisine
2589,Dish,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",,none
7152,Location,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",,none
11715,Restaurant_Name,"['strega restaurant and lounge', 'local']",strega restaurant and lounge offering local cuisine,"['Restaurant_Name', 'Cuisine']",strega restaurant and lounge,Restaurant_NameRestaurant_Name
